,field,comp_url
625,Retail,/company/target/
626,Mechanical Or Industrial Engineering,/company/dupont/
627,Food & Beverages,/company/jdecoffee/
628,Packaging & Containers,/company/tetra-pak/
629,Chemicals,/company/basf/
630,Food Production,/company/cargill/
631,Retail,/company/ikea/
632,Consumer Goods,/company/general-mills/
633,Chemicals,/company/dsm/
634,Paper & Forest Products,/company/international-paper/
635,Oil & Energy,/company/eni/
636,Oil & Energy,/company/conocophillips/
637,Oil & Energy,/company/aker-solutions/
638,Oil & Energy,/company/petrobras/
639,Oil & Energy,/company/hess-corporation/
640,Oil & Energy,/company/anadarko-petroleum-corporation/
641,Oil & Energy,/company/worley/
642,"London, Greater London",/company/kingston-university/
643,Oil & Energy,/company/petroleum-development-oman/
644,Oil & Energy,/company/noble-drilling/
645,Oil & Energy,/company/international-energy-agency/
646,Oil & Energy,/company/bg-group/
647,Oil & Energy,/company/tullow-oil/
648,Oil & Energy,/company/dno/
649,Information Technology & Services,/company/csc/
650,Financial Services,/company/american-express/
651,Non-profit Organization Management,/company/aiesec/
652,Information Technology & Services,/company/visa/
653,Information Technology & Services,/company/gemalto/
654,Information Technology & Services,/company/swisscom/
655,,/company/vmware/
656,Information Technology & Services,/company/mastercard/
657,Staffing & Recruiting,/company/michael-page/
658,Defense & Space,/company/safran---defense/
659,Information Technology & Services,/company/idemiagroup/
660,Management Consulting,/company/devoteam-management-consulting/
661,Government Administration,/company/anapec/
662,Pharmaceuticals,/company/siphat-tn/
663,Automotive,/company/byd/
664,Automotive,/company/hyundai-motor-company/
665,Business Supplies & Equipment,/company/citroen-tunisie/
666,Automotive,/company/al-ghandi-auto/
667,Automotive,/company/opelautomobile/
668,Internet,/company/simple-concept/
669,Management Consulting,/company/tenstep-epm-tunisia/
670,Automotive,/company/porsche-middle-east-&-africa/
671,Renewables & Environment,/company/bydbrasil/
672,Financial Services,/company/tunisielld/
673,Marketing & Advertising,/company/b2b-tunisia/
674,Renewables & Environment,/company/helios-new-energy/
675,Management Consulting,/company/election-du-service-client-de-l-annee-tunisie/
676,Automotive,/company/bydeurope/
677,Restaurants,/company/le-buffet-traiteur/
678,Computer Software,/company/pet-s-company/
679,Computer Software,/company/emeraude-it/
680,"La Soukra, Tunis",/company/universit%C3%A9-tunis-carthage/
681,Professional Training & Coaching,/company/beagilescrum/
682,Automotive,/company/byd-north-america/
683,Logistics & Supply Chain,/company/catt-tunisie/
684,Hospitality,/company/shangri-la-hotels-and-resorts/
685,Non-profit Organization Management,/company/qatarfoundation/
686,Staffing & Recruiting,/company/fircroft/
687,Human Resources,/company/apec/
688,Broadcast Media,/company/net-insight/
689,Construction,/company/eiffage_2/
690,Internet,/company/airbnb/
691,Government Administration,/company/poleemploi/
692,Newspapers,/company/acteurspublics/
693,International Trade & Development,/company/islamic-development-bank/
694,Non-profit Organization Management,/company/cjd/
695,Information Services,/company/cld-rouyn-noranda/
696,Civic & Social Organization,/company/c-dants-et-repreneurs-d'affaires/
697,Staffing & Recruiting,/company/kawader-for-recruitment/
698,"Leisure, Travel & Tourism",/company/myconcierge-tunis/
699,Construction,/company/h360restorationmanagementandconsulting/
700,Professional Training & Coaching,/company/canadin/
701,Professional Training & Coaching,/company/opus-lab/
702,Broadcast Media,/company/bbc-news/
703,Financial Services,/company/bvmt/
704,Capital Markets,/company/bourse-de-tunis/
705,"Carthage, Tunis",/company/institut-des-hautes-etudes-commerciales-de-carthage/
706,Banking,/company/btk-groupe-bpce/
707,Staffing & Recruiting,/company/jobs-to-canada/
708,"Cambridge, ma",/company/mit/
709,"Cambridge, Massachusetts",/company/harvard-university/
710,Staffing & Recruiting,/company/kellyservices/
711,Hospital & Health Care,/company/brigham-and-women's-hospital/
712,Hospital & Health Care,/company/massachusetts-general-hospital/
713,"Philadelphia, PA",/company/university-of-pennsylvania/
714,pa,/company/university-of-pennsylvania-school-of-medicine/
715,"College Station, TX",/company/texas-a&m-university/
716,International Trade & Development,/company/ul-/
717,Information Technology & Services,/company/apex-systems/
718,Zürich,/company/eth-zurich/
719,Information Technology & Services,/company/persistent-systems/
720,"Columbia, MO",/company/university-of-missouri/
721,Staffing & Recruiting,/company/yoh-a-day-&-zimmermann-company/
722,"New York, NY",/company/icahnmountsinai/
723,Information Technology & Services,/company/diebold/
724,Financial Services,/company/ald-automotive/
725,Mining & Metals,/company/ocp/
726,Banking,/company/cdg-capital/
727,Banking,/company/credit-du-maroc/
728,Government Administration,/company/cdgmaroc/
729,Real Estate,/company/assoufid-marrakech/
730,Banking,/company/cfg-bank/
731,Management Consulting,/company/ifaas-islamic-finance-advisory-&-assurance-services-/
732,Financial Services,/company/cibafi/
733,Banking,/company/societe-generale-maroc/
734,Civic & Social Organization,/company/fondation-marocaine-de-l'etudiant/
735,Financial Services,/company/cmimaroc/
736,Non-profit Organization Management,/company/reseau-entreprendre-maroc/
737,Financial Services,/company/al-maali-islamic-finance-consulting/
738,Information Technology & Services,/company/4us/
739,Accounting,/company/accounting-and-auditing-organization-for-islamic-financial-institutions-aaoifi-/
740,Information Technology & Services,/company/digital4business/
741,"Health, Wellness & Fitness",/company/chu-mohammed-vi-marrakech/
742,Legislative Office,/company/u.s.-house-of-representatives/
743,International Trade & Development,/company/uscommercialservice/
744,Government Administration,/company/u-s-department-of-commerce/
745,Retail,/company/auchan/
746,Government Relations,/company/u-s--chamber-of-commerce/
747,Machinery,/company/lincoln-electric/
748,Information Technology & Services,/company/infosys/
749,Information Technology & Services,/company/wipro/
750,Consumer Electronics,/company/samsung-electronics/
751,Information Technology & Services,/company/lenovo/
752,Banking,/company/bank-audi/
753,Banking,/company/creditagricoleeg/
754,Automotive,/company/renault-trucks/
755,Automotive,/company/peugeot/
756,Pharmaceuticals,/company/laboratoires-vital/
757,Construction,/company/masgroup-tn/
758,Automotive,/company/fordtrucksinternational/
759,Automotive,/company/ccfaparis/
760,Automotive,/company/suzuki-tunisie/
761,Automotive,/company/renault-trucks-maroc/
762,Automotive,/company/kia-motors-tunisie/
763,Automotive,/company/fiat-tunisie/
764,Transportation/Trucking/Railroad,/company/renault-trucks-kenya/
765,Automotive,/company/renault-trucks-grand-lyon/
766,Automotive,/company/peugeottunisie/
767,Automotive,/company/renault-trucksafrica/
768,Mechanical Or Industrial Engineering,/company/mechanical-engineering-worlds/
769,Automotive,/company/hyundai-tunisie/
770,Information Technology & Services,/company/proxym/
771,Computer Software,/company/datavora-s.a./
772,Sousse,/company/lyc%C3%A9epilotedesousse/
773,Information Technology & Services,/company/business-decision-tunisie/
774,Staffing & Recruiting,/company/robert-half-international/
775,Accounting,/company/mazars/
776,Financial Services,/company/tmf-group/
777,Financial Services,/company/industrielle_alliance/
778,E-learning,/company/udemy/
779,E-learning,/company/coursera/
780,E-learning,/company/coursera-verified/
781,Accounting,/company/grant-thornton-tunisie/
782,Information Technology & Services,/company/telnet-consulting/
783,"College Park, Maryland",/company/robert-h.-smith-school-of-business/
784,Management Consulting,/company/peppers-&-rogers-group/
785,Online Media,/company/mashable/
786,Automotive,/company/ben-jemaa-motors-bmw-tunisie-/
787,Internet,/company/ajidoo-sa/
788,Automotive,/company/economic-auto/
789,Real Estate,/company/pr%C3%A9f%C3%A9rence-home/
790,Automotive,/company/ad-tunisie/
791,Supermarkets,/company/groupe-utic/
792,Computer Software,/company/twenti-co/
793,Automotive,/company/honda-tunisie/
794,Publishing,/company/time/
795,Apparel & Fashion,/company/boden/
796,Marketing & Advertising,/company/henschel-steinau-inc-/
797,Apparel & Fashion,/company/roetgerink/
798,Publishing,/company/women's-wear-daily/
799,Apparel & Fashion,/company/textilwirtschaft/
800,Newspapers,/company/hznews/
801,Financial Services,/company/western-union/
802,Financial Services,/company/swift/
803,Information Technology & Services,/company/hps/
804,Banking,/company/dubai-islamic-bank/
805,Banking,/company/mashreqbank/
806,Banking,/company/alrajhibank/
807,Computer Software,/company/eri-bancaire/
808,Computer Software,/company/itscorporate/
809,Market Research,/company/decision-analyst-inc-/
810,Banking,/company/noor-bank/
811,Financial Services,/company/difc/
812,Banking,/company/kfhgroup/
813,Banking,/company/sharjah-islamic-bank/
814,Banking,/company/abu-dhabi-islamic-bank/
815,Banking,/company/emirates-islamic-bank/
816,Management Consulting,/company/pmgi-maghreb/
817,Staffing & Recruiting,/company/everest-executivedirectsearch/
818,Information Technology & Services,/company/next-step-it/
819,Staffing & Recruiting,/company/jobi/
820,Internet,/company/topnet-tunisie/
821,Mechanical Or Industrial Engineering,/company/engineeriing/
822,Professional Training & Coaching,/company/atelier-d%E2%80%99apprentissage-de-gorge-de-loup/
823,Aviation & Aerospace,/company/boeing/
824,Information Technology & Services,/company/zensar/
825,Newspapers,/company/usa-today/
826,Telecommunications,/company/grameenphone-ltd/
827,Information Technology & Services,/company/utimaco/
828,Automotive,/company/hyundai-motor-india-ltd/
829,Sports,/company/usa-hockey/
830,Sports,/company/usa-volleyball/
831,Sports,/company/usa-rugby/
832,Financial Services,/company/payoneer/
833,Wholesale,/company/usa-cycling/
834,Sports,/company/usagymnastics/
835,Sports,/company/usa-track-&-field/
836,Telecommunications,/company/vodafone/
837,Banking,/company/banque-de-france/
838,Broadcast Media,/company/aljazeera/
839,Financial Services,/company/refinitiv-risk/
840,Banking,/company/bankalbilad/
841,Banking,/company/bank-of-beirut/
842,Banking,/company/banque-du-liban/
843,Financial Services,/company/bank-negara-malaysia/
844,Banking,/company/bpce/
845,Banking,/company/bank-of-sharjah/
846,Banking,/company/albaraka/
847,Banking,/company/banque-misr/
848,Banking,/company/bdcegypt/
849,Banking,/company/banque-islamique-du-s-n-gal/
850,Financial Services,/company/timc/
851,Financial Services,/company/goldman-sachs/
852,Oil & Energy,/company/texaco/
853,Information Technology & Services,/company/eastnets/
854,Banking,/company/bred-banque-populaire/
855,Information Technology & Services,/company/axe-finance/
856,Banking,/company/albaraka-islamic-bank/
857,Mechanical Or Industrial Engineering,/company/emerson/
858,E-learning,/company/lynda-com/
859,Information Technology & Services,/company/helpline/
860,Non-profit Organization Management,/company/british-council/
861,Staffing & Recruiting,/company/rekrute-com/
862,Information Technology & Services,/company/b2m-tunisie/
863,Management Consulting,/company/z%C3%A9nith-management-consulting/
864,Legal Services,/company/ecostaff_/
865,Computer & Network Security,/company/venari-security/
866,Professional Training & Coaching,/company/advancia-training-tunisie/
867,Information Services,/company/brain-consulting/
868,Automotive,/company/mercedes-benz-tunisia/
869,Animation,/company/walt-disney-animation-studios/
870,Semiconductors,/company/stmicroelectronics/
871,Computer Software,/company/ptcinc/
872,Marketing & Advertising,/company/jwt/
873,Marketing & Advertising,/company/mindshare/
874,Computer Hardware,/company/acer/
875,Marketing & Advertising,/company/solocal-groupe/
876,Staffing & Recruiting,/company/sentinel-it/
877,Broadcast Media,/company/cnn/
878,Non-profit Organization Management,/company/save-the-children/
879,Non-profit Organization Management,/company/international-rescue-committee/
880,Insurance,/company/munich-re/
881,Online Media,/company/the-independent/
882,International Affairs,/company/unfpa/
883,International Trade & Development,/company/world-trade-organization/
884,Broadcast Media,/company/radio-canada/
885,Insurance,/company/cnp/
886,Insurance,/company/economical-insurance/
887,Newspapers,/company/la-presse/
888,Oil & Energy,/company/petrom/
889,Judiciary,/company/european-court-of-justice/
890,Financial Services,/company/mcp/
891,Hospitality,/company/moevenpick-hotels-&-resorts/
892,Banking,/company/cic/
893,Real Estate,/company/mena-capital/
894,Consumer Goods,/company/m%C3%B6venpick-schweiz-ag/
895,Sporting Goods,/company/nike/
896,Chemicals,/company/engelhard-corporation/
897,Internet,/company/salesforce/
898,International Trade & Development,/company/scottish-development-international/
899,Staffing & Recruiting,/company/alerte-job/
900,Staffing & Recruiting,/company/4-job/
901,Staffing & Recruiting,/company/5job-ua/
902,Mechanical Or Industrial Engineering,/company/johnson-controls/
903,Staffing & Recruiting,/company/job-mail/
904,Investment Banking,/company/bfpme---banque-de-financement-des-petites-&-moyennes-entreprises/
905,Education Management,/company/fuu-academy-of-languages-heidelberg/
906,Information Services,/company/way2fresher/
907,Banking,/company/cbqat/
908,Banking,/company/doha-bank/
909,Banking,/company/qib/
910,Banking,/company/barwa-bank/
911,Financial Services,/company/qatar-first-investment-bank-qfib-/
912,Banking,/company/qatar-development-bank/
913,Internet,/company/canada-jobs-and-careers/
914,Professional Training & Coaching,/company/techwomen/
915,Newspapers,/company/l'argus-de-l'assurance/
916,Mechanical Or Industrial Engineering,/company/xpert-meca/
917,paris,/company/igs-%C3%A9cole-rh/
918,Internet,/company/linkedin-china/
919,Publishing,/company/fortune/
920,Banking,/company/banque-saudi-fransi/
921,Banking,/company/gulfintlbank/
922,Banking,/company/uba/
923,Telecommunications,/company/groupesonatel/
924,Oil & Energy,/company/bapcobahrain/
925,Newspapers,/company/challenges/
926,Financial Services,/company/islamic-financial-services-board/
927,Internet,/company/vagascom/
928,Publishing,/company/influencia-le-trendmag-des-influences/
929,Accounting,/company/kreston-international/
930,Banking,/company/itfccorp/
931,Banking,/company/alsalambank-bahrain/
932,Human Resources,/company/international-staffing-company/
933,Food Production,/company/sanabel-carthage/
934,"Cambridge, MA",/company/harvard-law-school/
935,Banking,/company/standardchartered/
936,"New York, NY",/company/columbia-law-school/
937,Financial Services,/company/federal-reserve-bank-of-new-york/
938,"University Park, Pennsylvania",/company/penn-state-university/
939,Automotive,/company/faurecia/
940,Legal Services,/company/linklaters/
941,Hospitality,/company/marriott-international/
942,Hospitality,/company/hilton/
943,Hospitality,/company/accor/
944,Hospitality,/company/hyatt-regency/
945,Hospitality,/company/ihghotels&resorts/
946,Hospitality,/company/mandarin-oriental-hotel-group/
947,Hospitality,/company/taj-hotels/
948,Newspapers,/company/le-monde/
949,Hospitality,/company/itc-hotels/
950,Information Technology & Services,/company/artemys-paris/
951,Food Production,/company/poulina/
952,Hospitality,/company/fairmont-hotels-and-resorts/
953,Investment Management,/company/votorantim/
954,Hospitality,/company/the-ritz-carlton-hotel-company-llc/
955,Building Materials,/company/vcimentosoficial/
956,Dairy,/company/groupe-delice/
957,Hospitality,/company/marriott_hotels_resorts/
958,Food Production,/company/l'epi-d'or/
959,Building Materials,/company/carthage-cement/
960,Automotive,/company/toyota/
961,Automotive,/company/continental/
962,Automotive,/company/pirelli/
963,Non-profit Organization Management,/company/worldlearning/
964,Automotive,/company/mercedes-amg-gmbh/
965,Mechanical Or Industrial Engineering,/company/boschusa/
966,Automotive,/company/groupepsa/
967,Management Consulting,/company/eurogroup-consulting-france/
968,Management Consulting,/company/eurogroup-consulting-portugal/
969,Dairy,/company/natilait/
970,Financial Services,/company/malaysia-world's-islamic-finance-marketplace/
971,"Les Berges du lac, Tunis",/company/wall-street-english-tunisia/
972,"Rades, Ben Arous",/company/iset-rades/
973,"El Ghazela, Ariana",/company/esprit-school-of-business/
974,Electrical & Electronic Manufacturing,/company/honeywell/
975,Education Management,/company/clc/
976,Food Production,/company/nutrition-&-sante/
977,Newspapers,/company/le-revenu/
978,Consumer Goods,/company/henkel/
979,Aviation & Aerospace,/company/safran/
980,Semiconductors,/company/texas-instruments/
981,Military,/company/canadian-forces/
982,Electrical & Electronic Manufacturing,/company/te-connectivity/
983,Electrical & Electronic Manufacturing,/company/eaton/
984,Aviation & Aerospace,/company/airbusgroup/
985,Automotive,/company/hutchinson/
986,Information Technology & Services,/company/altair-engineering/
987,Staffing & Recruiting,/company/huxley/
988,Banking,/company/aubkuwait/
989,Information Technology & Services,/company/proservia/
990,Banking,/company/intesa-sanpaolo/
991,Banking,/company/national-bank-of-canada/
992,International Affairs,/company/unhcr/
993,Banking,/company/gulf-bank/
994,Staffing & Recruiting,/company/careerdubai.net/
995,Banking,/company/commercial-bank-of-kuwait/
996,Banking,/company/commercial-bank-international/
997,Staffing & Recruiting,/company/boyenhaddin/
998,Management Consulting,/company/ey-parthenon/
999,Management Consulting,/company/strategyand/
1000,Higher Education,/company/institut-tunis-dauphine/
1001,Textiles,/company/attias-group/
1002,Staffing & Recruiting,/company/pentabell/
1003,Accounting,/company/kpmg/
1004,Insurance,/company/filiassur/
1005,Internet,/company/jumia-group/
1006,Computer Software,/company/sesamm-sas/
1007,Pharmaceuticals,/company/merck-group/
1008,Real Estate,/company/immobilier-06/
1009,Financial Services,/company/bancointer/
1010,Real Estate,/company/immobilier-des-notaires/
1011,Publishing,/company/-newco/
1012,Investment Management,/company/palestine-investment-fund/
1013,Publishing,/company/economyplusme/
1014,Civic & Social Organization,/company/financial-shared-brains/
1015,Management Consulting,/company/actafrique-2018/
1016,Financial Services,/company/sanford-c--bernstein/
1017,Computer Software,/company/temenos/
1018,Non-profit Organization Management,/company/acted/
1019,Financial Services,/company/tagpayinc/
1020,Accounting,/company/mgiworld.com/
1021,Publishing,/company/incmagazine/
1022,Media Production,/company/the-washington-post/
1023,Publishing,/company/modern-healthcare/
1024,Online Media,/company/inman-news/
1025,Logistics & Supply Chain,/company/la-poste/
1026,Financial Services,/company/taysir-microfinance/
1027,Apparel & Fashion,/company/ecole-privee/
1028,Casablanca,/company/groupe-iscae/
1029,Individual & Family Services,/company/universelle-cb/
1030,Financial Services,/company/el-amel-de-microfinance/
1031,"Manouba, Manouba",/company/institut-sup%C3%A9rieur-de-comptabilit%C3%A9-et-d-administration-des-entreprises-de-tunis/
1032,Insurance,/company/bh-assurance/
1033,Entertainment,/company/free-courses-books/
1034,Food Production,/company/d%C3%A9lice-danone/
1035,Information Technology & Services,/company/netapp/
1036,Law Enforcement,/company/us-secret-service/
1037,Aviation & Aerospace,/company/airbus/
1038,Telecommunications,/company/viavi-solutions/
1039,Banking,/company/first-national-bank-of-omaha/
1040,Airlines/Aviation,/company/lufthansa/
1041,Computer & Network Security,/company/qualys/
1042,Information Technology & Services,/company/emedianet-qatar/
1043,Information Technology & Services,/company/qatarlyst/
1044,Architecture & Planning,/company/qatar-kwik-span/
1045,Information Technology & Services,/company/tech-competences/
1046,Computer Software,/company/symatique/
1047,Human Resources,/company/med-rh/
1048,24 followers,/company/la-fleur-du-nord-ouest/
1049,Information Technology & Services,/company/club-dsi-tunisie/
1050,Civil Engineering,/company/scet-tunisie/
1051,Tunis,/company/universite-internationale-privee-de-tunis/
1052,Information Technology & Services,/company/jd-edwards-erp/
1053,Information Technology & Services,/company/officiel-adventso/
1054,Information Technology & Services,/company/iga-tunisie/
1055,Construction,/company/amagroup-qualityfirst-safetybefore/
1056,Marketing & Advertising,/company/libertacom-digital-communication-agency/
1057,Cosmetics,/company/the-estee-lauder-companies-inc/
1058,Information Technology & Services,/company/cc-pace/
1059,Insurance,/company/groupe-henner/
1060,Human Resources,/company/career-counseling/
1061,Government Administration,/company/ministere-education-enseignement-superieur-quebec/
1062,International Trade & Development,/company/isostandards/
1063,Government Administration,/company/ville-de-quebec/
1064,"Tunis, Tunisia",/company/south-mediterranean-university/
1065,Public Relations & Communications,/company/kingcom/
1066,Staffing & Recruiting,/company/crit/
1067,"Health, Wellness & Fitness",/company/commejaime/
1068,Management Consulting,/company/the-iso-9001-group/
1069,Internet,/company/ccm-benchmark/
1070,Higher Education,/company/ese---enseignement-sup-rieur-l'etranger/
1071,Public Policy,/company/enseignementsup-recherche/
1072,Staffing & Recruiting,/company/clickemploi-com---recrutement-et-opportunit%C3%A9s-de-carri%C3%A9re/
1073,Computer Software,/company/epsilog-vega/
1074,Wholesale,/company/groupe-benard/
1075,Banking,/company/banque-de-luxembourg/
1076,Banking,/company/banque-populaire-grand-ouest/
1077,Insurance,/company/axa-gulf/
1078,Financial Services,/company/banking-jobs/
1079,Internet,/company/mdweb/
1080,Financial Services,/company/multibankgroup/
1081,Information Technology & Services,/company/teamwill/
1082,Staffing & Recruiting,/company/kingston-stanley/
1083,Electrical & Electronic Manufacturing,/company/leoni/
1084,Renewables & Environment,/company/ademe/
1085,Food Production,/company/lesieur/
1086,Information Technology & Services,/company/dynamix-services/
1087,Financial Services,/company/risco-verificare-firme/
1088,Internet,/company/marocannonces/
1089,Renewables & Environment,/company/green-power-compagny/
1090,"Leisure, Travel & Tourism",/company/travel-tunisia/
1091,Professional Training & Coaching,/company/teletrade-tbi-sfax/
1092,Automotive,/company/lear-corporation/
1093,Banking,/company/european-investment-bank/
1094,Automotive,/company/magna-international/
1095,Farming,/company/groupe-roullier/
1096,Financial Services,/company/microcred/
1097,Management Consulting,/company/acceo-consulting/
1098,Financial Services,/company/cgf---compagnie-gestion-et-finance/
1099,Oil & Energy,/company/vivoenergy/
1100,Higher Education,/company/universit-centrale-tunisie/
1101,Information Services,/company/alphamena/
1102,Financial Services,/company/bnpparibassecuritiesservices/
1103,Financial Services,/company/mcp---mena-capital-partners/
1104,Medical Device,/company/optylab/
1105,Internet,/company/lespac-com/
1106,Information Technology & Services,/company/micro-logic/
1107,Real Estate,/company/maroc-prestige-real-estate---morocco/
1108,Internet,/company/batiweb.com/
1109,Financial Services,/company/societe-tunisienne-de-banque/
1110,Pharmaceuticals,/company/cogepha/
1111,Information Technology & Services,/company/agence-backstage---personnel-v-nementiel/
1112,Supermarkets,/company/techno-stationery/
1113,Aviation & Aerospace,/company/racb-events-royal-automobile-club-of-belgium-/
1114,Arts & Crafts,/company/fleurs-d'avenir/
1115,Outsourcing/Offshoring,/company/phoneact/
1116,Computer & Network Security,/company/montechnicien/
1117,Information Technology & Services,/company/tech2tech/
1118,Aviation & Aerospace,/company/safran-aircraft-interiors/
1119,Outsourcing/Offshoring,/company/altracall/
1120,Information Technology & Services,/company/itsm-tunisie/
1121,Government Administration,/company/government-of-canada/
1122,Government Administration,/company/service-canada/
1123,Consumer Goods,/company/fluidra/
1124,Environmental Services,/company/apave/
1125,Information Technology & Services,/company/focus-&-focus-international/
1126,Oil & Energy,/company/medex-petroleum-limited/
1127,Translation & Localization,/company/aneti/
1128,Staffing & Recruiting,/company/5job-tc/
1129,Staffing & Recruiting,/company/qatar-careers/
1130,Online Media,/company/insider-inc/
1131,Marketing & Advertising,/company/stepublicita/
1132,Accounting,/company/twills-consulting/
1133,Apparel & Fashion,/company/maille-club-group/
1134,Internet,/company/netino/
1135,Textiles,/company/arex-aramys-group/
1136,Insurance,/company/assurances-maghrebia/
1137,Retail,/company/senwan-group/
1138,Insurance,/company/assurances-attakafulia/
1139,Entertainment,/company/sony/
1140,Internet,/company/paypal/
1141,Pharmaceuticals,/company/sanofi-pasteur/
1142,"Leisure, Travel & Tourism",/company/travelocity/
1143,Information Technology & Services,/company/sabre-corporation/
1144,Machinery,/company/atlas-copco/
1145,Automotive,/company/audi-ag/
1146,Oil & Energy,/company/petronas/
1147,Machinery,/company/nilfisk/
1148,Transportation/Trucking/Railroad,/company/stoneridge/
1149,Mechanical Or Industrial Engineering,/company/facom/
1150,Automotive,/company/texa/
1151,Mechanical Or Industrial Engineering,/company/alfred-kaercher-se-&-co-kg/
1152,Mechanical Or Industrial Engineering,/company/institut-de-soudure/
1153,Machinery,/company/gys/
1154,Automotive,/company/car-o-liner-hq/
1155,Machinery,/company/istobal-group/
1156,Wholesale,/company/autodistribution/
1157,Mechanical Or Industrial Engineering,/company/hartridge-ltd/
1158,Consumer Goods,/company/stanley-black-decker-inc/
1159,Automotive,/company/celette-sa/
1160,Supermarkets,/company/ulysse-hyper-distribution/
1161,Restaurants,/company/the-burke-group/
1162,Banking,/company/bridgebank-group-ci/
1163,Media Production,/company/finediningindian/
1164,Staffing & Recruiting,/company/rh-performance/
1165,Banking,/company/banque-de-l'habitat/
1166,Human Resources,/company/cifip-c-te-d'ivoire/
1167,International Trade & Development,/company/adeco-group/
1168,Staffing & Recruiting,/company/africa-employ/
1169,Online Media,/company/iemploi/
1170,Human Resources,/company/otalent/
1171,Import & Export,/company/africexport/
1172,Business Supplies & Equipment,/company/gam-tunisie/
1173,Information Technology & Services,/company/orange-business-services/
1174,Financial Services,/company/barclays-investment-bank/
1175,Financial Services,/company/barclays-bank/
1176,Banking,/company/rbc/
1177,Telecommunications,/company/sfr/
1178,Banking,/company/td/
1179,Banking,/company/icici-bank/
1180,Telecommunications,/company/bouygues-telecom/
1181,Financial Services,/company/citi/
1182,Banking,/company/atb-financial/
1183,Banking,/company/canadian-western-bank/
1184,Information Technology & Services,/company/orange-cyberdefense/
1185,Internet,/company/opera-software/
1186,Broadcast Media,/company/express-fm/
1187,E-learning,/company/digital-marketer/
1188,Internet,/company/upwork/
1189,Marketing & Advertising,/company/creapills/
1190,Human Resources,/company/dreamjob.ma/
1191,Marketing & Advertising,/company/primaveraagency/
1192,Financial Services,/company/financial-services-volunteer-corps/
1193,Information Technology & Services,/company/capgemini/
1194,Information Technology & Services,/company/euranova/
1195,Aviation & Aerospace,/company/paradigm-precision/
1196,Information Technology & Services,/company/billcom-consulting/
1197,Information Technology & Services,/company/integration-objects/
1198,Telecommunications,/company/nokia/
1199,Insurance,/company/chubb/
1200,Telecommunications,/company/bell/
1201,Computer & Network Security,/company/fortinet/
1202,Hospitality,/company/sheraton/
1203,Hospitality,/company/starwood/
1204,Banking,/company/agence-francaise-de-developpement/
1205,Food & Beverages,/company/the-kraft-heinz-company/
1206,Outsourcing/Offshoring,/company/tlscontactofficiel/
1207,Insurance,/company/spb-group/
1208,Government Administration,/company/cepex/
1209,"Leisure, Travel & Tourism",/company/meeting-point-international/
1210,"Vancouver, British Columbia",/company/corporate-finance-institute-cfi/
1211,Airlines/Aviation,/company/royal-air-maroc/
1212,MONTREUIL,/company/afpa/
1213,Information Technology & Services,/company/aisa-tunisair-group-sita-/
1214,Airlines/Aviation,/company/tunisavia/
1215,Financial Services,/company/tunisie-valeurs/
1216,Airlines/Aviation,/company/nouvelair-tunisie/
1217,Information Technology & Services,/company/profinch-solutions-pvt-ltd/
1218,Financial Services,/company/deutsche-bank/
1219,Insurance,/company/aig/
1220,Banking,/company/cibc/
1221,Banking,/company/credit-agricole-cib/
1222,Airlines/Aviation,/company/emirates/
1223,Financial Services,/company/travelex/
1224,Banking,/company/credit-agricole/
1225,Financial Services,/company/moneygram-international/
1226,Banking,/company/banque-populaire/
1227,Online Media,/company/cnet/
1228,Banking,/company/nbkgroup/
1229,Publishing,/company/entrepreneur-media/
1230,Oil & Energy,/company/qatargas/
1231,Banking,/company/aaibofficial/
1232,"Créteil, île-de-france",/company/universite-paris-est-creteil-paris12/
1233,Management Consulting,/company/national-entrepreneur-center/
1234,Internet,/company/yahoo/
1235,Construction,/company/ledcor/
1236,Consumer Goods,/company/the-harvest-group/
1237,Government Administration,/company/city-of-barrie/
1238,Renewables & Environment,/company/siemens-energy/
1239,Industrial Automation,/company/seagroupe/
1240,Human Resources,/company/qatarjobscv/
1241,Legal Services,/company/vision-immigration-advisory/
1242,Human Resources,/company/jobhuntqatar/
1243,Financial Services,/company/wellsfargo/
1244,Tel Aviv,/company/tel-aviv-university/
1245,International Trade & Development,/company/christianaid/
1246,Education Management,/company/amideast/
1247,Non-profit Organization Management,/company/concern-worldwide/
1248,Non-profit Organization Management,/company/nonprofit-finance-fund/
1249,Information Technology & Services,/company/concentrix/
1250,Non-profit Organization Management,/company/action-against-hunger-uk/
1251,Banking,/company/united-commercial-bank-limited/
1252,Banking,/company/primebanklimited/
1253,Broadcast Media,/company/bbc/
1254,"Gif-sur-Yvette, île-de-france",/company/centralesupelec/
1255,Marketing & Advertising,/company/cactusinc/
1256,Government Administration,/company/minist-re-de-la-justice/
1257,Information Technology & Services,/company/exo-platform/
1258,Pharmaceuticals,/company/gulf-pharmaceutical-industry-julphar-/
1259,Marketing & Advertising,/company/karoui-&-karoui-saudi-ababia/
1260,Telecommunications,/company/one-tech-development/
1261,Management Consulting,/company/onepoint/
1262,Cosmetics,/company/kiko-make-up-milano---percassi/
1263,Internet,/company/medianet_2/
1264,Security & Investigations,/company/bslsecurite/
1265,Cosmetics,/company/institut-karit-paris/
1266,Cosmetics,/company/flower-arem-group/
1267,Marketing & Advertising,/company/webreflexe/
